1567963702, 115.44, 100.0
1567963720, 115.44, 100.0
1567963921, 115.44, 100.0
1567965106, 115.44, 100.0
1568043166, 115.44, 100.0
1568063936, 115.44, 100.0
1568063952, 115.44, 100.0
1568067149, 115.44, 100.0
1568067822, 115.44, 100.0
1568069844, 115.44, 100.0
1568070205, 115.44, 100.0
1568070310, 115.44, 100.0
1568131505, 115.44, 100.0
1568132414, 115.44, 100.0
1568133028, 115.44, 100.0
1568133937, 115.44, 100.0
1568134846, 115.44, 100.0
1568135755, 115.44, 100.0
1568136666, 115.44, 100.0
1568137577, 115.44, 100.0
1568138489, 115.44, 100.0
1568139401, 115.44, 100.0
1568140313, 115.44, 100.0
1568141226, 115.44, 100.0
1568142138, 115.44, 100.0
1568143052, 115.44, 100.0
1568143148, 115.44, 100.0
1568144056, 115.44, 100.0
1568144963, 115.44, 100.0
1568145871, 115.44, 100.0
1568146778, 115.44, 100.0
1568147688, 115.44, 100.0
1568148597, 115.44, 100.0
1568149508, 115.44, 100.0
1568150415, 115.44, 100.0
1568192347, 115.44, 100.0
1568221570, 115.44, 100.0
1568222662, None, 100.0
1568222734, None, 100.0
1568222798, None, 100.0
1568222832, 115.44, 100.0
1568223213, 115.44, 100.0
1568223427, 115.44, 100.0
1568223471, 115.44, 100.0
1568223521, 115.44, 100.0
1568225329, 115.44, 100.0
