1567637342, 59.99, 50
1567637372, 59.99, 50
1567637748, 59.99, 50
1567637778, 59.99, 50
1567637883, 59.99, 50
1567637916, 59.99, 50
1567667634, 59.99, 50
1567667674, 59.99, 50
1567672891, 59.99, 50
1567695907, 59.99, 50
1567695946, 59.99, 50
1567695983, 59.99, 50
1567696243, 59.99, 50
1567696344, 59.99, 50
1567696384, 59.99, 50
1567697220, 59.99, 50
1567697887, 59.99, 50
1567697927, 59.99, 50
1567697971, 59.99, 50
1567698958, 59.99, 50
1567699291, 59.99, 50
1567699622, 59.99, 50
1567699957, 59.99, 50
1567700277, 59.99, 50
1567700614, 59.99, 50
1567700700, 59.99, 50
1567701025, 59.99, 50
1567701349, 59.99, 50
1567701675, 59.99, 50
1567701998, 59.99, 50
1567702323, 59.99, 50
1567702648, 59.99, 50
1567702973, 59.99, 50
1567703298, 59.99, 50
1567703623, 59.99, 50
1567703947, 59.99, 50
1567704273, 59.99, 50
1567704600, 59.99, 50
1567704933, 59.99, 50
1567705265, 59.99, 50
1567705595, 59.99, 50
1567705921, 59.99, 50
1567706248, 59.99, 50
1567706575, 59.99, 50
1567706899, 59.99, 50
1567707223, 59.99, 50
1567707418, 59.99, 50
1567707698, 59.99, 50
1567708470, 59.99, 50
1567710852, 59.99, 50
1567723525, 59.99, 50
1567899641, 59.99, 50
1567899745, 59.99, 50
1567900804, 58.79, 50
1567900878, 58.79, 50
1567900950, 58.79, 50
1567901032, 58.79, 50
1567901725, 58.79, 50
1567902546, 58.79, 50
1567958955, 59.99, 50
1567959391, 59.99, 50
1567959454, 59.99, 50
1567959628, 59.99, 50
1567959722, 59.99, 50
1567959759, 59.99, 50
1567959795, 59.99, 50
1567960064, 59.99, 50
1567960108, 59.99, 50
1567960248, 59.99, 50
1567962585, 59.99, 50.0
1567962624, 59.99, 50.0
1567962665, 59.99, 50.0
1567962707, 59.99, 50.0
1567962938, 59.99, 50.0
1567963045, 59.99, 50.0
1567963112, 59.99, 50.0
1567963289, 59.99, 50.0
1567963526, 59.99, 50.0
1567963702, 59.99, 50.0
1567963720, 59.99, 50.0
1567963921, 59.99, 50.0
1567965106, 59.99, 50.0
1568043163, 59.99, 50.0
1568063936, 59.99, 50.0
1568063952, 59.99, 50.0
1568067150, 59.99, 50.0
1568067822, 59.99, 50.0
1568069844, 59.99, 50.0
1568070204, 59.99, 50.0
1568070309, 59.99, 50.0
1568131505, 59.99, 50.0
1568132413, 59.99, 50.0
1568133029, 59.99, 50.0
1568133937, 59.99, 50.0
1568134846, 59.99, 50.0
1568135754, 59.99, 50.0
1568136665, 59.99, 50.0
1568137577, 59.99, 50.0
1568138489, 59.99, 50.0
1568139401, 59.99, 50.0
1568140312, 59.99, 50.0
1568141225, 59.99, 50.0
1568142139, 59.99, 50.0
1568143052, 59.99, 50.0
1568143148, 59.99, 50.0
1568144056, 59.99, 50.0
1568144964, 59.99, 50.0
1568145871, 59.99, 50.0
1568146779, 59.99, 50.0
1568147688, 59.99, 50.0
1568148597, 59.99, 50.0
1568149507, 59.99, 50.0
1568150414, 59.99, 50.0
1568192347, 59.99, 50.0
1568221570, 59.99, 50.0
1568222662, None, 50.0
1568222734, None, 50.0
1568222798, None, 50.0
1568222832, 59.99, 50.0
1568223214, 59.99, 50.0
1568223427, 59.99, 50.0
1568223471, 59.99, 50.0
1568223520, 59.99, 50.0
1568225329, 59.99, 50.0
