1567667643, 999.99, 900
1567667683, 999.99, 900
1567695917, 999.99, 900
1567695955, 999.99, 900
1567695993, 999.99, 900
1567696252, 999.99, 900
1567696354, 999.99, 900
1567696393, 999.99, 900
1567697229, 999.99, 900
1567697895, 999.99, 900
1567697935, 999.99, 900
1567697980, 999.99, 900
1567698966, 999.99, 900
1567699300, 999.99, 900
1567699631, 999.99, 900
1567699970, 999.99, 900
1567700285, 999.99, 900
1567700620, 999.99, 900
1567700707, 999.99, 900
1567701032, 999.99, 900
1567701356, 999.99, 900
1567701681, 999.99, 900
1567702005, 999.99, 900
1567702330, 999.99, 900
1567702655, 999.99, 900
1567702979, 999.99, 900
1567703305, 999.99, 900
1567703629, 999.99, 900
1567703953, 999.99, 900
1567704282, 999.99, 900
1567704606, 999.99, 900
1567704944, 999.99, 900
1567705271, 999.99, 900
1567705603, 999.99, 900
1567705928, 999.99, 900
1567706257, 999.99, 900
1567706582, 999.99, 900
1567706906, 999.99, 900
1567707229, 999.99, 900
1567707425, 999.99, 900
1567707704, 999.99, 900
1567708478, 999.99, 900
1567710858, 999.99, 900
1567723541, 999.99, 900
1567899650, 999.99, 900
1567899753, 999.99, 900
1567900812, 999.99, 900
1567900887, 999.99, 900
1567901040, 999.99, 900
1567901734, 999.99, 900
1567902555, 999.99, 900
1567958964, 999.99, 900
1567959400, 999.99, 900
1567959463, 999.99, 900
1567959640, 999.99, 900
1567959731, 999.99, 900
1567959767, 999.99, 900
1567959804, 999.99, 900
1567960073, 999.99, 900
1567960117, 999.99, 900
1567960260, 999.99, 900
1567962591, 999.99, 900.0
1567962631, 999.99, 900.0
1567962672, 999.99, 900.0
1567962713, 999.99, 900.0
1567962938, 999.99, 900.0
1567963044, 999.99, 900.0
1567963113, 999.99, 900.0
1567963288, 999.99, 900.0
1567963525, 999.99, 900.0
1567963702, 999.99, 900.0
1567963719, 999.99, 900.0
1567963921, 999.99, 900.0
1567965106, 999.99, 900.0
1568043167, 999.99, 900.0
1568063937, 999.99, 900.0
1568063953, 999.99, 900.0
1568067149, 999.99, 900.0
1568067823, 999.99, 900.0
1568069844, 999.99, 900.0
1568070204, 999.99, 900.0
1568070309, 999.99, 900.0
1568131505, 999.99, 900.0
1568132414, 999.99, 900.0
1568133028, 999.99, 900.0
1568133937, 999.99, 900.0
1568134845, 999.99, 900.0
1568135754, 999.99, 900.0
1568136665, 999.99, 900.0
1568137578, 999.99, 900.0
1568138490, 999.99, 900.0
1568139402, 999.99, 900.0
1568140312, 999.99, 900.0
1568141225, 999.99, 900.0
1568142139, 999.99, 900.0
1568143052, 998.94, 900.0
1568143148, 998.94, 900.0
1568144056, 999.99, 900.0
1568144964, 999.99, 900.0
1568145872, 999.99, 900.0
1568146779, 999.99, 900.0
1568147688, 999.99, 900.0
1568148597, 999.99, 900.0
1568149507, 999.99, 900.0
1568150414, 999.99, 900.0
1568192347, 999.99, 900.0
1568221569, 999.99, 900.0
1568222662, None, 900.0
1568222734, None, 900.0
1568222798, None, 900.0
1568222833, 999.99, 900.0
1568223213, 999.99, 900.0
1568223428, 999.99, 900.0
1568223471, 999.99, 900.0
1568223520, 999.99, 900.0
1568225328, 999.99, 900.0
